uid,register_date,first_order_date,gender,city,province,country,order_count,total_amount,last_order_date,time_gap
40052,2014-11-06,2016-07-10,男,深圳,广东,CN,27,29696,2019-03-20,12
48265,2015-08-29,2015-08-29,男,SUZUKA-SHI,MIE-KEN,JP,8,17352,2018-09-28,185
42183,2017-03-03,2017-03-03,女,广州,广东,CN,24,28825,2019-03-25,7
2190,2010-06-06,2010-07-11,男,深圳,广东,CN,23,27487,2019-02-28,32
23451,2016-06-14,2016-06-14,男,.,北京,CN,9,13187,2018-05-29,307
35588,2012-10-21,2012-10-21,男,大连,辽宁,CN,26,30493,2019-03-17,15
2279,2010-08-14,2010-09-14,男,从化,广东,CN,20,30136,2019-01-03,88
45850,2011-08-15,2012-09-28,男,广州,广东,CN,26,30465,2019-03-15,17
46805,2017-05-22,2017-06-21,男,广州,广东,CN,8,24909,2019-03-03,29
62679,2012-09-25,2012-09-25,男,长春,吉林,CN,22,22045,2018-10-22,161
20506,2013-05-04,2013-05-04,男,武汉,湖北,CN,27,28105,2019-02-11,49
1304,2014-02-22,2014-02-22,男,北京,北京,CN,11,17869,2018-09-17,196
46159,2012-03-11,2016-03-18,男,淄博,山东,CN,19,31598,2018-09-10,203
59767,2017-05-25,2017-05-25,女,潮州,广东,CN,14,24790,2018-04-18,348
47565,2012-05-11,2012-10-06,男,北京,北京,CN,19,24509,2019-03-20,12
3845,2016-03-26,2016-03-27,男,济南市,山东省,CN,29,27806,2018-11-05,147
25866,2014-12-20,2014-12-21,女,长沙市,湖南省,CN,21,24588,2019-03-28,4
35224,2016-03-09,2016-05-15,女,哈市,黑龙江,CN,16,29628,2018-11-05,147
1998,2009-11-03,2009-11-24,男,上海,上海,CN,22,22940,2018-12-25,97
2297,2010-08-14,2010-11-25,男,上海,上海,CN,7,13145,2018-04-24,342
12792,2015-10-24,2015-10-24,男,广州,广东,CN,13,25437,2019-03-07,25
18647,2018-03-22,2018-04-24,女,大连市,辽宁,CN,21,29238,2019-03-13,19
17047,2017-07-30,2017-10-30,女,沈阳,辽宁省,CN,14,22774,2019-01-31,60
14587,2016-05-08,2017-06-05,男,.,北京,CN,10,20018,2019-02-25,35
8096,2015-03-04,2015-03-04,男,哈市,黑龙江,CN,21,29444,2018-12-23,99
20221,2010-03-20,2010-03-29,女,广州,广东,CN,22,30824,2019-03-20,12
40973,2016-03-01,2016-03-01,男,广州,广东,CN,25,35911,2019-01-17,74
42702,2017-06-24,2017-07-18,男,北京,北京,CN,20,26064,2018-07-26,249
15604,2017-07-27,2017-07-27,男,MELBOURNE,VIC,AU,6,26939,2019-01-09,82
51043,2016-12-26,2016-12-26,男,深圳,广东,CN,20,34282,2019-03-26,6
54288,2016-03-23,2017-03-11,男,广州,广东,CN,19,23849,2019-01-29,62
18569,2017-10-02,2017-10-17,男,大连,辽宁,CN,26,29401,2019-03-09,23
38076,2010-02-28,2011-07-28,男,东莞,广东,CN,30,40361,2019-03-10,22
48266,2013-12-27,2013-12-27,男,武汉,湖北,CN,27,26119,2019-01-18,73
61185,2017-10-22,2017-10-22,女,番禺,广东,CN,6,30598,2018-07-12,263
17815,2013-05-25,2013-05-25,男,沈阳,辽宁,CN,14,13132,2019-02-27,33
3913,2014-03-30,2015-06-08,男,北京,,CN,19,21567,2019-03-12,20
28430,2015-05-12,2015-06-05,男,广州,广东,CN,20,26481,2018-11-16,136
31826,2015-12-07,2015-12-07,男,北京,北京,CN,13,26013,2018-10-17,166
24198,2018-01-14,2018-01-14,男,深圳,广东,CN,26,28331,2019-03-16,16
796,2011-08-09,2011-11-13,男,上海,上海,CN,27,24938,2019-03-20,12
8606,2012-01-18,2012-01-18,女,深圳,广东,CN,10,27254,2019-02-11,49
13466,2015-02-19,2015-04-29,女,广州,广东,CN,20,29424,2019-03-09,23
24287,2017-01-17,2017-01-17,女,广州,广东,CN,19,20402,2018-11-25,127
26635,2011-08-13,2011-08-13,男,沈阳,辽宁,CN,23,21330,2019-03-14,18
49104,2014-02-17,2015-04-19,男,沈阳,辽宁,CN,21,24667,2019-03-27,5
31542,2018-01-09,2018-01-09,男,Okayama-shi,Okayama-ken,JP,10,26430,2018-11-23,129
37113,2012-03-17,2012-06-02,女,武汉,湖北,CN,31,27376,2019-02-04,56
24784,2017-05-30,2017-05-30,男,北京,北京,CN,15,20442,2019-02-13,47
9958,2011-12-20,2012-06-04,男,长沙,湖南,CN,18,25614,2019-02-28,32
15940,2017-09-05,2017-09-29,男,长春市,吉林省,CN,15,23617,2018-08-02,242
56893,2012-10-24,2015-05-11,男,上海,上海,CN,25,29115,2019-02-14,46
31913,2016-01-05,2016-01-13,男,广州,广东,CN,20,26616,2019-03-31,1
62306,2015-06-03,2015-06-03,男,青岛,山东,CN,10,31513,2019-03-13,19
49673,2015-05-27,2015-05-27,男,深圳,广东,CN,20,30892,2019-03-01,31
53315,2015-04-10,2015-04-16,男,上海,,CN,9,29041,2018-11-08,144
19446,2013-04-26,2013-04-26,男,北京,北京,CN,14,20516,2018-10-18,165
8554,2011-09-21,2011-09-21,男,沈阳,辽宁,CN,26,22002,2019-01-20,71
3187,2013-05-10,2013-05-10,男,郑州,河南,CN,30,22249,2019-02-18,42
53722,2012-03-31,2012-03-31,男,沈阳,辽宁,CN,29,24842,2019-03-27,5
40081,2014-03-24,2014-03-24,男,广州,广东,CN,20,30640,2019-01-13,78
14071,2016-04-22,2016-04-24,男,西宁市,青海,CN,13,22694,2018-10-21,162
6118,2017-02-07,2017-02-07,女,广州,广东,CN,22,27586,2019-03-26,6
5703,2017-06-02,2017-06-02,男,上海,上海,CN,22,24322,2019-02-21,39
28521,2016-03-27,2016-05-27,男,广州,广东,CN,34,29195,2019-03-25,7
52608,2012-07-26,2012-07-26,男,沈阳市,辽宁省,CN,32,43399,2019-02-21,39
39782,2013-12-16,2018-01-16,女,广州,广东,CN,15,23952,2018-06-04,301
12032,2013-05-18,2013-05-21,男,北京,北京,CN,13,25727,2019-03-25,7
48104,2013-08-07,2016-03-01,男,沈阳,辽宁,CN,18,28488,2019-01-09,82
14721,2017-04-19,2017-04-19,男,北京,北京,CN,17,24032,2018-11-08,144
10624,2017-02-13,2017-02-17,男,广州,广东,CN,30,29333,2019-02-28,32
58298,2014-12-01,2014-12-01,男,上海,上海,CN,20,23789,2018-10-25,158
60810,2017-08-02,2017-08-02,男,广州,广东,CN,15,26652,2019-01-11,80
51447,2017-04-24,2017-06-10,女,,,HK,12,26184,2019-02-19,41
35104,2015-03-01,2015-03-01,男,上海,,CN,25,32105,2019-03-19,13
26228,2017-11-12,2017-11-18,男,广州市,广东省,CN,22,37838,2018-12-09,113
40100,2015-08-14,2015-08-14,男,SEOUL,GANGNAM-GU,KR,47,27260,2019-03-31,1
17605,2010-09-09,2010-09-09,男,瓯海,浙江,CN,14,24206,2019-03-26,6
17470,2015-11-25,2015-12-10,男,乌鲁木齐,新疆,CN,18,25378,2018-12-12,110
8971,2014-11-27,2015-11-17,男,北京,北京,CN,25,24660,2018-12-13,109
32589,2016-11-21,2016-11-21,男,广州,广东,CN,22,24290,2019-03-22,10
2043,2010-01-11,2010-02-14,男,广州,广东,CN,15,28726,2018-12-27,95
11041,2010-01-29,2010-03-04,男,,上海,CN,20,26008,2019-03-21,11
20538,2012-04-24,2013-04-04,男,武汉,湖北,CN,16,26472,2019-02-04,56
55781,2017-05-08,2017-11-15,男,青岛,山东,CN,16,32101,2018-10-11,172
58388,2015-06-02,2015-06-02,男,Nagoya-shi,Aichi-ken,JP,17,26010,2019-03-29,3
16805,2014-09-28,2015-10-11,男,北京,北京,CN,8,13133,2018-08-12,232
52022,2017-10-09,2017-10-11,女,广州,广州,CN,12,27864,2019-03-04,28
31319,2016-02-29,2016-03-21,男,沈阳市,辽宁省,CN,26,23472,2019-01-09,82
42980,2017-11-28,2017-12-02,男,汕头,广东,CN,19,27402,2019-03-30,2
28403,2015-03-02,2018-02-02,男,杭州,浙江,CN,7,23317,2019-03-10,22
15936,2017-11-27,2017-11-27,男,湘潭,湖南,CN,22,30209,2019-03-12,20
54466,2016-01-11,2016-01-11,男,增城市,广东,CN,16,31472,2018-10-24,159
40124,2016-05-14,2016-05-14,男,Namdong-gu,Incheon,KR,27,27661,2019-03-17,15
6042,2016-12-28,2017-02-17,男,广州市,广东,CN,24,31861,2019-01-05,86
14346,2016-06-17,2016-06-17,男,长春,吉林,CN,17,24845,2019-02-28,32
17301,2015-12-24,2015-12-24,男,大连,辽宁,CN,31,30664,2019-03-20,12
5995,2017-02-08,2017-02-16,女,JAKARTA,,ID,7,24745,2018-04-29,337
23111,2016-02-01,2016-08-14,男,北京,北京,CN,18,26833,2019-01-18,73
7552,2014-10-24,2015-09-23,女,鞍山,辽宁,CN,17,27368,2019-02-17,43
17570,2016-08-24,2016-08-24,男,北京,北京,CN,13,23655,2019-02-22,38
46939,2017-11-28,2018-01-12,男,哈尔滨,黑龙江,CN,13,25075,2019-03-05,27
30194,2013-06-13,2013-06-27,男,无锡,江苏,CN,24,28817,2019-02-28,32
5345,2016-11-19,2016-11-27,女,大连,辽宁,CN,25,28672,2019-03-18,14
4274,2014-09-07,2014-09-07,男,北京,北京,CN,17,24925,2019-03-24,8
27930,2011-10-04,2011-12-12,女,珠海,广东,CN,26,27352,2018-05-25,311
43622,2014-09-16,2014-11-11,男,沈阳,辽宁,CN,21,25699,2019-03-19,13
3631,2013-09-25,2013-09-25,女,广州,广东,CN,6,26734,2019-01-04,87
34896,2017-03-26,2017-03-26,男,沈阳市,辽宁,CN,19,27062,2018-07-26,249
20397,2010-08-29,2011-04-14,男,广州,广东,CN,29,33371,2019-03-12,20
34875,2016-05-25,2017-01-28,女,哈尔滨,黑龙江,CN,16,26957,2019-01-28,63
12954,2014-07-29,2014-07-29,男,上海,上海,CN,19,25721,2019-03-11,21
8731,2013-11-07,2013-11-07,男,沈阳,辽宁,CN,16,25993,2019-02-03,57
28641,2016-09-08,2017-03-10,男,上海,上海,CN,15,21032,2019-03-11,21
28350,2014-02-06,2014-02-16,女,广州,广东,CN,18,25926,2018-10-25,158
18069,2012-06-18,2012-12-25,男,石河子,新疆,CN,10,28229,2018-12-19,103
29605,2012-08-06,2018-07-05,男,北京,北京,CN,4,32508,2019-01-09,82
21534,2013-07-29,2016-05-18,男,贵阳,贵州,CN,22,33693,2019-02-01,59
54969,2011-07-04,2011-07-04,女,广州,广东,CN,24,25479,2019-01-23,68
29707,2012-10-23,2013-04-03,男,深圳,广东,CN,20,28520,2019-03-23,9
42236,2017-01-20,2017-01-20,男,南京,江苏,CN,23,28453,2019-03-25,7
59647,2017-04-18,2017-04-18,男,烟台,山东,CN,26,22954,2019-01-01,90
18998,2011-09-24,2013-01-11,女,广州,广东,CN,30,28673,2018-12-31,91
61703,2014-08-04,2014-08-08,男,北京,北京,CN,24,27248,2019-03-29,3
39738,2012-09-18,2012-09-18,女,乌鲁木齐,新疆,CN,15,27133,2019-03-15,17
42608,2017-06-01,2017-06-01,女,海城,辽宁,CN,23,22799,2018-09-02,211
26653,2011-07-23,2011-07-23,男,长春,吉林,CN,12,28075,2018-12-29,93
12715,2013-10-25,2013-10-25,男,大连,辽宁,CN,24,29906,2019-01-11,80
6594,2017-09-14,2017-10-04,女,乌鲁木齐,新疆,CN,12,28513,2018-12-22,100
13116,2016-08-31,2016-08-31,男,Jongno-gu,Seoul,KR,11,24149,2018-08-14,230
24836,2017-07-05,2017-07-05,女,广州,广东,CN,19,24028,2019-03-19,13
17795,2012-02-12,2016-03-31,男,大连,辽宁,CN,22,25228,2019-03-30,2
37198,2012-06-09,2012-07-04,男,深圳,广东,CN,26,34245,2019-01-14,77
34807,2016-01-19,2016-01-27,男,大连,辽宁,CN,23,28859,2019-01-29,62
3921,2014-05-27,2017-11-08,男,.,北京,CN,37,27404,2019-02-22,38
47702,2013-02-21,2013-11-05,男,深圳,广东,CN,28,36931,2019-01-19,72
27656,2011-02-01,2011-03-09,男,北京,北京,CN,15,31111,2019-03-10,22
3486,2015-08-17,2017-02-20,女,青岛,山东,CN,12,24660,2018-11-04,148
22513,2015-08-06,2015-09-06,男,长沙,湖南,CN,32,22087,2019-03-11,21
632,2011-04-08,2011-06-06,男,,,CN,16,28941,2018-11-07,145
46055,2011-12-19,2011-12-19,女,北京,北京,CN,24,27560,2019-02-20,40
27429,2017-05-22,2017-06-21,男,汕头,广东,CN,31,26434,2019-03-09,23
3088,2013-03-09,2013-06-13,男,重庆,重庆,CN,24,24112,2018-11-30,122
36854,2011-09-02,2011-11-08,男,北京,北京,CN,15,27833,2019-03-21,11
20379,2010-08-14,2011-10-23,女,广州,广东,CN,12,24867,2018-10-28,155
35920,2011-10-01,2011-10-01,女,乌鲁木齐市,新疆,CN,12,24668,2019-03-16,16
6693,2017-08-17,2017-08-17,男,乌鲁木齐,新疆,CN,9,25498,2019-03-29,3
53494,2013-03-21,2013-03-21,男,沈阳,辽宁,CN,21,24162,2019-03-24,8
44407,2015-10-20,2015-10-20,女,乌鲁木齐,新疆,CN,14,24741,2018-12-01,121
25549,2018-01-27,2018-01-27,男,汕头,广东,CN,17,30634,2019-01-26,65
11415,2012-05-16,2012-05-19,男,贵阳,贵州,CN,20,24366,2018-12-29,93
53893,2012-10-11,2012-10-11,男,哈尔滨,黑龙江,CN,20,30897,2018-11-23,129
14788,2016-07-24,2016-07-24,男,广州,广东,CN,18,28784,2018-11-19,133
17832,2012-07-29,2012-07-29,男,四平,吉林,CN,17,31730,2019-02-15,45
36259,2016-08-14,2016-10-31,女,广州,广东,CN,27,25667,2019-03-23,9
53845,2013-07-17,2013-07-17,男,沈阳市,辽宁省,CN,19,25449,2019-02-28,32
29406,2012-04-28,2012-04-28,男,广州,广东,CN,18,32918,2019-03-24,8
5470,2016-10-11,2016-10-11,女,漳州,福建,CN,22,27837,2019-03-26,6
24948,2017-08-12,2017-08-12,男,珠海,广东,CN,18,35322,2019-03-02,30
40017,2014-01-28,2014-07-21,男,长春,吉林,CN,24,24043,2019-03-17,15
3513,2014-05-02,2014-06-18,男,武汉,湖北,CN,25,23134,2018-08-11,233
44834,2010-12-20,2010-12-20,男,北京,北京,CN,25,22753,2019-03-17,15
17736,2012-07-13,2012-07-13,男,沈阳,辽宁,CN,18,18833,2018-12-20,102
20488,2012-08-29,2012-08-30,女,.,北京,CN,16,27905,2019-03-11,21
62441,2016-10-19,2016-11-18,男,乌鲁木齐,新疆,CN,18,29156,2019-01-26,65
44528,2010-10-26,2010-12-04,男,沈阳,辽宁,CN,29,31754,2019-03-30,2
56606,2012-08-09,2016-01-23,男,长沙,湖南,CN,20,23497,2019-03-21,11
60694,2017-06-09,2017-06-09,男,广州,广东,CN,24,31219,2019-03-16,16
47342,2010-08-10,2011-08-05,男,北京,北京,CN,10,13863,2019-03-02,30
31229,2017-03-18,2017-03-18,男,深圳,广东,CN,26,26968,2019-03-31,1
62345,2016-01-06,2016-01-24,男,金华,浙江,CN,18,27971,2019-02-03,57
6575,2017-08-08,2017-08-08,男,大连,辽宁,CN,27,23424,2019-03-28,4
32660,2017-03-24,2017-03-24,男,上海,上海,CN,19,27891,2019-01-07,84
44355,2015-04-02,2015-04-02,男,乌鲁木齐,新疆,CN,11,27889,2019-03-18,14
17529,2017-02-05,2017-02-13,男,乌鲁木齐,新疆,CN,6,29362,2019-02-21,39
35161,2014-09-27,2014-10-28,男,鸡西市,黑龙江省,CN,10,25950,2018-05-03,333
2114,2010-03-30,2015-09-23,男,深圳,广东,CN,21,29995,2019-03-25,7
4185,2014-07-06,2014-09-15,女,北京,北京,CN,21,27300,2019-03-23,9
14394,2016-08-02,2016-08-02,男,长沙,湖南,CN,25,23988,2019-03-28,4
32068,2016-08-19,2016-08-19,男,深圳,广东,CN,24,28405,2019-03-28,4
48786,2013-11-07,2014-11-26,男,青岛,山东,CN,18,29583,2019-02-26,34
48923,2015-02-19,2015-05-31,男,郑州,河南,CN,21,27359,2018-10-27,156
52123,2017-11-29,2017-11-29,男,西宁,青海,CN,14,24428,2019-01-24,67
56431,2010-10-26,2012-08-04,男,北京,北京,CN,17,27148,2019-03-02,30
46268,2012-06-13,2012-06-13,男,,,HK,17,30883,2019-03-10,22
55020,2011-11-01,2013-01-10,男,石家庄,河北,CN,20,31024,2019-01-25,66
14629,2016-11-13,2016-11-13,女,上海,.,CN,20,24424,2019-03-28,4
31740,2015-10-10,2015-10-11,男,南宁,广西,CN,15,27656,2019-02-26,34
40494,2015-01-18,2015-04-02,男,北京,北京,CN,14,27492,2019-03-08,24
54934,2011-09-28,2012-09-17,男,深圳,广东,CN,22,28350,2019-03-09,23
19745,2016-10-10,2016-10-19,男,上海,上海,CN,18,16433,2019-01-13,78
12517,2014-01-13,2014-01-13,男,广州,广东,CN,12,28193,2018-12-18,104
20601,2012-07-03,2012-07-03,男,广州,广东,CN,7,14474,2018-12-01,121
8367,2016-08-24,2016-08-24,女,武汉,湖北,CN,22,22964,2018-11-28,124
59066,2015-11-28,2015-12-15,男,广州,广东,CN,26,30638,2019-02-22,38
28404,2015-02-22,2015-02-22,男,上海,上海,CN,19,21587,2019-01-27,64
48223,2013-04-12,2013-12-23,女,广州,广东,CN,14,24795,2019-03-28,4
8295,2016-01-05,2016-06-27,男,乌鲁木齐,新疆,CN,31,29122,2019-03-31,1
21796,2013-11-24,2013-11-24,男,,北京,CN,29,21813,2019-03-23,9
21816,2015-10-26,2015-10-26,男,KYUNGKI-DO,Uiwang-si,KR,53,30740,2019-03-17,15
32931,2016-07-19,2016-07-19,女,广州,广东,CN,16,23902,2019-03-09,23
31041,2014-01-07,2014-01-07,男,阿勒泰,新疆,CN,30,30567,2019-03-18,14
2508,2012-04-21,2012-04-27,男,武汉,湖北,CN,27,24957,2019-03-25,7
46434,2014-11-18,2015-01-01,男,上海,上海,CN,21,26680,2019-03-09,23
30806,2013-12-04,2013-12-04,女,北京,北京,CN,14,27275,2019-03-31,1
14833,2017-04-24,2017-04-24,女,北京,北京,CN,10,20980,2018-04-23,343
58620,2015-04-16,2015-04-16,男,广州,广东,CN,24,25730,2019-03-22,10
7802,2015-11-23,2015-11-23,男,长春,吉林,CN,16,23478,2019-02-17,43
35649,2012-07-01,2012-10-01,男,沈阳市,辽宁省,CN,17,28200,2019-03-25,7
2847,2012-11-12,2012-11-18,女,广州,广东,CN,24,26024,2019-01-17,74
52256,2017-12-20,2017-12-20,男,广州,广东,CN,19,23309,2018-12-18,104
26981,2011-07-08,2011-09-06,女,乌鲁木齐市,新疆,CN,10,32408,2019-03-10,22
32490,2017-02-25,2017-02-25,男,九台,吉林,CN,21,22919,2018-05-15,321
57996,2015-05-12,2015-05-20,男,哈市,黑龙江,CN,21,31495,2019-03-02,30
39260,2013-05-01,2013-05-16,男,北京,北京,CN,18,22940,2019-01-23,68
29238,2010-06-28,2011-08-02,男,深圳,广东,CN,14,25830,2019-03-03,29
50083,2016-09-04,2016-09-04,男,HONGKONG,,HK,55,19570,2019-02-28,32
31553,2016-05-22,2016-05-22,女,北京,北京,CN,14,21957,2019-03-22,10
61591,2015-09-18,2015-09-18,男,广州市,广东省,CN,14,26182,2019-03-09,23
23768,2017-04-12,2017-04-12,女,南宁,广西,CN,17,27570,2018-10-26,157
53854,2011-04-05,2011-04-05,男,哈尔滨,黑龙江,CN,14,18288,2019-03-06,26
51401,2017-03-26,2017-04-09,男,西宁,青海,CN,14,21874,2019-01-30,61
26061,2016-02-03,2016-02-07,男,沈阳,辽宁,CN,24,27016,2019-02-20,40
39056,2013-03-29,2014-09-11,男,大连,辽宁,CN,40,26101,2019-03-29,3
37099,2012-03-11,2012-12-15,男,广州,广东,CN,24,25975,2019-03-30,2
60587,2017-07-20,2017-08-10,男,上海,上海,CN,19,25605,2019-03-05,27
18107,2013-08-20,2016-07-20,男,北京,,CN,13,23471,2019-01-08,83
49318,2015-09-04,2015-11-11,男,番禺,广东,CN,14,25781,2019-01-04,87
32816,2017-05-10,2017-05-11,男,广州,广东,CN,23,27051,2019-03-30,2
53176,2018-01-09,2018-05-07,男,哈尔滨　,黑龙江,CN,17,27799,2019-03-19,13
49782,2015-07-26,2015-09-25,女,贵阳,贵州,CN,17,26170,2018-08-24,220
21021,2013-11-15,2018-07-20,男,厦门,福建,CN,18,26468,2019-02-25,35
7071,2017-11-04,2017-11-04,女,成都,四川,CN,5,20810,2018-05-26,310
54121,2015-09-13,2016-04-13,男,大连市,辽宁,CN,34,30042,2019-03-30,2
61810,2016-07-20,2016-07-22,男,大连,辽宁,CN,24,28212,2018-10-12,171
54384,2017-02-26,2017-03-07,男,广州,广东,CN,14,26176,2019-03-10,22
38973,2013-01-19,2013-05-02,男,广州,广东,CN,9,18388,2018-08-23,221
29577,2012-04-26,2014-10-22,男,武汉,湖北,CN,25,25347,2018-12-19,103
10980,2009-11-30,2009-12-26,男,花都市,广东省,CN,15,25737,2019-02-24,36
22864,2015-08-05,2015-08-05,男,北京,北京,CN,19,30494,2018-11-11,141
20189,2010-02-06,2010-03-19,男,广州,广东,CN,43,24479,2019-03-13,19
19091,2011-11-14,2016-04-13,男,广州,广东,CN,20,26668,2018-10-25,158
54035,2013-03-12,2013-03-12,男,北京,北京,CN,18,27197,2018-12-04,118
46342,2013-05-30,2013-06-01,男,深圳,广东,CN,16,21634,2018-10-25,158
55340,2013-01-08,2013-06-23,男,深圳,广东省,CN,22,30236,2019-03-23,9
50313,2016-11-27,2016-11-27,男,深圳,广东,CN,31,23438,2018-11-01,151
37602,2016-08-01,2016-08-01,男,北京,北京,CN,14,33665,2018-12-09,113
62865,2011-03-30,2011-11-07,男,乌鲁木齐市,新疆,CN,22,26522,2018-07-02,273
28249,2012-06-05,2012-06-05,男,珠海,广东,CN,16,28024,2019-03-06,26
19559,2015-05-26,2015-06-08,男,合山市,广西,CN,21,26133,2019-03-31,1
13097,2016-08-25,2017-05-29,男,佛山,广东,CN,21,30869,2019-01-14,77
13318,2014-09-08,2014-09-10,女,武汉,湖北,CN,28,28901,2019-01-20,71
32522,2016-08-01,2016-08-13,男,广州,广东,CN,20,27395,2018-08-08,236
58766,2015-11-20,2015-11-20,男,江门,广东,CN,31,28646,2019-03-09,23
55539,2015-10-22,2016-03-26,男,鞍山,辽宁,CN,28,26116,2019-01-25,66
35205,2014-10-04,2017-04-16,男,沈阳市,辽宁,CN,17,26273,2018-10-31,152
34792,2017-02-21,2017-02-22,男,大连,辽宁,CN,20,31885,2019-02-25,35
55363,2013-05-23,2013-06-10,男,上海,上海,CN,11,13163,2018-08-03,241
12462,2011-11-28,2013-07-25,男,深圳市,广东,CN,28,27650,2019-01-23,68
24285,2017-01-02,2017-01-02,男,马兰,新疆,CN,9,25360,2019-03-08,24
32325,2017-12-10,2017-12-10,男,Icheon-si,Gyeonggi-do,KR,11,24832,2018-09-27,186
44326,2016-12-02,2016-12-02,男,鸡西,黑龙江,CN,19,21641,2018-10-08,175
25395,2018-03-10,2018-03-10,男,上海,上海,CN,17,26274,2019-03-31,1
39355,2013-09-03,2015-01-29,男,北京,北京,CN,23,27535,2019-03-24,8
49502,2014-12-10,2014-12-27,女,顺德,广东,CN,18,31766,2019-03-18,14
50557,2017-02-15,2017-02-15,男,顺德,广东,CN,31,31470,2019-01-19,72
40935,2015-11-22,2016-08-07,女,长春,吉林,CN,20,28298,2018-12-17,105
41343,2016-07-18,2016-09-02,男,武汉,湖北,CN,20,22994,2019-03-24,8
24531,2017-05-30,2017-06-09,女,乌鲁木齐,新疆,CN,11,28933,2018-09-12,201
58673,2015-06-16,2015-06-16,女,沈阳,辽宁,CN,21,48474,2018-10-05,178
30073,2013-03-11,2015-02-27,男,北京,北京,CN,17,24930,2018-10-28,155
12236,2013-01-21,2013-01-21,男,深圳,广东,CN,19,25524,2019-03-21,11
47807,2012-10-31,2012-10-31,男,北京,北京,CN,21,22527,2019-02-17,43
1242,2012-11-18,2012-11-29,女,广州市,广东,CN,31,30125,2019-03-19,13
36946,2011-11-17,2011-12-22,女,成都,四川,CN,20,25842,2018-11-30,122
40459,2015-07-09,2015-07-09,女,北京,北京,CN,16,22761,2019-02-26,34
36939,2011-06-28,2013-12-16,男,江门,广东,CN,12,27370,2019-03-01,31
12689,2013-09-07,2013-12-15,男,广州,广东,CN,24,26428,2019-03-28,4
8296,2015-12-04,2015-12-13,男,库车县,新疆,CN,19,26438,2018-08-12,232
60319,2017-04-30,2017-04-30,女,长春市,吉林省,CN,17,35490,2019-02-12,48
34957,2017-08-21,2017-08-21,女,沈阳,辽宁,CN,24,31357,2019-02-20,40
45838,2011-07-18,2011-10-10,男,惠州,广东,CN,17,30979,2018-11-13,139
38965,2013-03-10,2013-10-14,男,北京,北京,CN,36,21994,2019-03-16,16
7427,2018-03-23,2018-03-23,女,乌鲁木齐,新疆,CN,10,30626,2019-03-16,16
24989,2017-07-24,2017-09-02,女,广州,广东,CN,18,29713,2019-03-18,14
26571,2010-10-26,2010-10-27,男,沈阳市,辽宁省,CN,24,24842,2019-03-21,11
54618,2011-01-07,2011-04-15,男,广州,广东,CN,15,30134,2019-03-27,5
53794,2013-03-12,2013-03-12,女,长春,吉林,CN,19,24080,2019-03-06,26
38651,2012-09-07,2014-03-09,男,沈阳,辽宁,CN,17,31103,2019-03-10,22
27699,2011-03-27,2011-03-27,男,广州市,广东省,CN,3,25560,2018-10-07,176
46324,2013-01-05,2014-03-04,男,郑州,河南,CN,24,22573,2019-03-17,15
57154,2013-02-07,2013-02-07,男,东莞市,广东省,CN,10,24304,2018-11-15,137
38363,2012-06-03,2015-03-16,男,上海,上海,CN,37,36397,2019-02-24,36
22038,2014-10-18,2014-11-16,男,深圳,广东,CN,17,24501,2019-01-27,64
30819,2016-11-25,2017-05-12,男,PHNOM PENH,PHNOM PENH,KH,21,37125,2019-03-19,13
25630,2018-03-22,2018-03-22,女,石河子,新疆,CN,12,31709,2019-03-26,6
13999,2015-12-08,2016-01-08,男,上海,上海,CN,28,29786,2018-12-17,105
52912,2015-12-31,2016-01-01,女,上海,-,CN,16,25125,2019-01-27,64
10680,2017-05-02,2017-06-21,女,深圳,广东,CN,18,23237,2019-03-11,21
45870,2011-07-05,2011-07-05,男,广州,广东,CN,19,24685,2019-03-05,27
47316,2010-07-15,2010-08-26,男,武汉市,湖北,CN,28,25546,2019-03-10,22
41588,2016-11-02,2016-11-02,男,上海,上海,CN,18,26306,2019-01-23,68
62393,2016-07-27,2016-07-27,女,乌鲁木齐,新疆,CN,15,37016,2018-09-17,196
24916,2017-09-04,2017-09-04,女,上海,上海,CN,12,18056,2018-10-29,154
33168,2017-12-06,2017-12-11,男,哈尔滨,黑龙江,CN,18,54252,2018-12-09,113
26948,2011-03-29,2011-04-06,男,乌鲁木齐市,新疆,CN,11,29898,2019-01-27,64
61698,2014-12-10,2015-01-14,男,长春市,吉林省,CN,21,30708,2018-12-24,98
58231,2014-06-08,2015-03-13,女,SUNGAI BAKAP,PULAM PINANG,MY,10,27930,2019-03-23,9
2595,2012-08-17,2012-08-17,男,广州市,广东,CN,13,24502,2019-01-28,63
17534,2016-08-18,2016-08-18,男,深圳,广东,CN,14,28091,2018-12-20,102
42214,2017-01-10,2017-03-05,男,上海市,上海市,CN,21,22707,2019-03-28,4
43185,2017-10-08,2017-10-08,男,广州,广东,CN,11,30710,2019-02-24,36
10551,2016-09-15,2016-09-30,男,北京,北京,CN,16,20684,2018-12-14,108
50515,2016-11-28,2016-11-29,男,大连,辽宁,CN,21,20560,2019-03-27,5
43485,2018-03-03,2018-03-03,女,哈尔滨,黑龙江,CN,15,23611,2019-01-16,75
39138,2013-04-10,2013-06-25,女,深圳,广东,CN,26,30618,2019-03-14,18
41280,2016-07-19,2016-07-19,男,SINGAPORE,,SG,20,18401,2019-03-05,27
11796,2013-01-02,2013-03-21,男,深圳,广东,CN,20,32804,2019-03-29,3
