phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label,voc_call_dur_count,voc_call_dur_sum,voc_call_dur_mean,voc_opposite_no_m_nunique,voc_call_type_1_cnt_sum,voc_call_type_2_cnt_sum,voc_imei_m_nunique,sms_sms_send_cnt_sum,sms_sms_recv_cnt_sum,sms_opposite_no_m_count,sms_opposite_no_m_nunique,sms_request_datetime_count,app_busi_name_count,app_busi_name_nunique,app_flow_sum,app_flow_mean
6ddf15b297f32809b98bab6e1c652a07b30173d961d54dd311feff692f2598e19ea9f170728d59162b4a4233ba1f3e4b32f21ac8769612e50051aee1591498bf,成都,双流区,2,151.97,120.58,113.46,335.56,115,113,113,125.55,0,4223,255872,60.59010182334833,1511,2630,1593,3,103,3633,3736,961,3736,1513,380,155475.91532707214,102.76002334902324
72ba5ae97adc53c9b2eb61ce85879bfe2a951ad6002ff9d450ee2f532dd05c0647da3ed6287092df06ac7f2c8a3abd0c2f301480a98483ec6bb2e59b137b1008,内江,双流区,1,249.4,256.69,261.7,261.4,261.2,262.5,261.1,261.4,0,6778,255522,37.69873118914134,263,3586,3192,1,29,1602,1631,206,1631,1169,291,211490.0026226044,180.9153144761372
4712d0f57a9f070b44b549d2ac338943e7c77762ae56b1e170cbf5efdf4c4363a987f50bf9f854788c95683af590938cce41969efc65897b47a1a19226fdcba7,成都,天府直属部门,1,0,0,0,439.55,49,0,0,0,1,97,21291,219.4948453608248,77,95,2,5,1,57,58,10,58,0,0,0,0
117392aa3ab44763325f8b099cdd087ff14645fc822143fe8b547118200ee033df45d655632b0470f3de515258af4b090e354a742fe51d4fbed781051ea2c5e1,凉山,甘洛县分公司,2,5.83,5.38,6.48,7.31,9.79,7.79,6.84,6.88,0,114,5764,50.56140350877193,81,105,9,4,36,846,882,41,882,76,52,140.03752517700192,1.842599015486868
b98379ff6f15d75b6f7784c03031930bc57fce7e02db17a7dc207829ba6df6b296543274b7287ec3d2cf6d67829e6ea4acc82284b5d21681751b6b0eba7c282b,宜宾,筠连县分公司,3,1.49,1.45,1.38,1.36,1.4,1.45,1.33,1.37,0,29,2651,91.41379310344828,7,23,6,1,4,625,629,31,629,369,197,19038.3676109314,51.59449217054579
676e3ac0ac27a85bf6d976747a95842985c37aebe5719f47b4a1234b1218402cdfdd88291c375fbceb85a39b286c3f19a57bd27bd216b38dcf94b9249af3f068,遂宁,安居区,2,24,24,24,24,24,24,24,24,0,326,114923,352.52453987730064,39,47,279,1,0,356,356,21,356,22,13,165.63042259216311,7.528655572371051
17fb5e2c56718f2f411299a347aca743adecf324136686b8752b9ac17886d19f039430354e6127693e3cbf6e8ad2b5f2a37437e61c39641123dc7fd23d1b7f78,成都,成华区,1,69.1,69,69,69.6,69,69.4,69.2,84.3,0,638,81191,127.25862068965516,283,297,341,2,26,3513,3539,857,3539,1669,434,79108.75638008118,47.39889537452437
e27e93be8edc0da295351169e8fca09fe0d7d746d4303de68b51a1019949ec6e4ab33caf4dfba68e23e40ba655f1da333e7e3cf63436ddee0cba8dc8f437a68b,广安,广安区分公司,1,19,19.57,22.99,27.94,26.98,24.15,19,19.11,0,751,40914,54.47936085219707,133,272,479,2,529,3134,3663,208,3663,696,208,6134.934517860413,8.814561088879904
21e5e6b5a11fc02cf67ee28180aca43bd3d80c61fc980066fc55bc29ef75b05ae26d4959785248d47c87e47fda07957ee9b0d91f9df5f640029ceb08e6c80383,攀枝花,东区,3,0,0,0,0,0,0,0,4.51,0,2,43,21.5,2,2,0,2,0,22,22,4,22,3,3,0.007444381713867,0.002481460571289
795b7e8c15182f4d23eaefcb117d5c625155c383ddbb900a0ff70f648b8ecc38623c834524978c29e1bea852bf96c8e1b61992d59e924bf2e97ad7e688187e35,成都,彭州市,1,11,11,11,11.15,11,11,19,48.99,0,53,3608,68.0754716981132,36,53,0,1,1,673,674,30,674,46,39,243.5194635391236,5.293901381285294
19a49bce950eee1fe45c1f43c7bf34a4bdd256b5557665df2cc82eb632b2cdc063419552f87ccd20931471cefa03fd337df5d1f2d64ba8aa2d488ef64979fe82,未知,未知,1,0,0,0,0,0,0,0,0,1,59,8227,139.4406779661017,56,59,0,2,1,21,22,4,22,12,12,9.913558959960938,0.8261299133300781
7baea210e0d21e312d23bb1cf6969230fb782dc4daeafc9aaaed96d41f5154147f7f2ea033f1516d95f347645c7c5578bcaf3a583e926ea76853553478b001e0,乐山,夹江县,4,92,96.18,92.86,92,121.7,121.7,122.88,121.7,0,619,73973,119.50403877221324,73,417,202,1,3,1116,1119,124,1119,776,236,60332.53881454468,77.74811702905242
70fcf2b2d4e187e974cc1ec9d6727e19957e596948951b640836984029d95efcf86a8655747aac71cfa0670b5168b7dbcd024e8defb7dc49769d80f8a4dc3963,凉山,金阳县分公司,2,81.82,31,31,31,35.94,31,31,31.92,0,804,85595,106.46144278606964,77,293,511,1,34,1380,1414,149,1414,852,290,19486.35015296936,22.87130299644291
82a8c5f5158ee256d22180bd5c0f2bfe0a5965a59137eff305a0ac8cdac11374bda420f02185c6b8b27455e964c988411023ed71a0ca341941b5dc49600a893e,成都,天府直属部门,1,0,0,0,0,159.88,0,0,0,1,69,5664,82.08695652173913,65,69,0,1,1,62,63,20,63,0,0,0,0
3b36f36eda45b194bc7cd084fd9ab2b36e539bba511a4b1026f0fbf54b8411242ddeb78df906c09ebf736cd3ad279d0dffc5d56435af2d8cc8fce119888b432d,成都,新都区,2,139,139,139,139,139,139,139,139,0,447,17279,38.655480984340045,39,326,121,1,1,468,469,23,469,364,130,23929.47450637817,65.74031457796201
e5885716733d07b0b3d7e52fd50bbd3740d93cf0e0e5ebede235a65e727a96926fefc63f5b166e49f92ee69b680cc22a7d3b31a46d96a9073ccbbae863db88b6,绵阳,盐亭县,1,58,58.1,58,58,58,58,58,58.5,0,482,17575,36.46265560165975,40,249,233,1,2,663,665,30,665,612,160,7604.422204017639,12.425526477153005
c4e4bedceb55e90804af6b26855ecca298d9448a645dc0074e2ebd11ff7259360d7845b289ab90df8424b0cce91369e16c80464df6c1051db634af77cd47fc0b,南充,西充县,5,0,0,0,106.79,0,0,0,0,1,214,22920,107.10280373831776,211,214,0,8,18,116,134,3,134,10,10,0.5929412841796871,0.0592941284179687
35fcc95a31a3ef401c8b2dac794bb094c300918cec243e5398b861bb8ff88e009a0a4a39d9143d2d2b851a4eee691c7f82c9b504b73150e983e4b927b15f746e,自贡,自流井区,1,105.7,104,104.1,104.2,104.1,104,104,104,0,1518,177136,116.69038208168642,259,892,622,1,14,1425,1439,262,1439,1156,288,32852.223976135254,28.41887887208932
adde5aa9b27300590bc000b95410796d1833efef643017c70880573ff9de2567ccb144b129def5e8d65b1491f079071d48549a81f17f5e9ab8e3158b0135ac28,广元,苍溪县分公司,4,5.01,4.89,5.01,4.95,4.93,4.94,4.82,4.92,0,65,6362,97.87692307692308,14,48,17,1,0,500,500,23,500,467,147,17133.401874542236,36.68822671208188
57e3b6416902f8103b025531b230aef1eb27779feb5808aac7829d65e4c969bf6268c546f1c7e79b35e5f0f68f31598e265d873a42cbbc538fa7857d60e01143,南充,蓬安县,4,0,1.4,31.07,52.42,65.22,25.25,9.62,7.17,0,195,5565,28.53846153846154,24,195,0,3,51,458,509,26,509,282,99,13677.007373809814,48.50002614826175
b205575275e5e721020f8648ffd1fd11d289b216b88c3057012b36c1f67385f2ca8666c17b140d41530ef7f66174a90fdefe2c82fc83a7a605a31e4bec427616,泸州,合江县,4,24,24.1,24.38,25.52,27.8,25.33,24,24,0,318,18265,57.437106918239,4,169,149,1,4,607,611,45,611,15,5,17.20012092590332,1.1466747283935548
b8b1d12fb09e4a557cd9acdcec8369af2741679f70855133ea3d28972d4b159722048d69a52f130a2fa0ee7ccc880f37fa1744e9e0e08048e6ab640d7812af58,成都,金堂县,3,100.95,46.09,47.44,12.94,14.15,41.09,41,37.41,0,109,9276,85.10091743119266,48,88,21,2,1,1353,1354,116,1354,702,203,7530.626687049866,10.727388443090977
6c55d1016c6f2d255701dc4e5137d6c48352c72f36c67a3251c350c55283699d496c0d6315870743463a8156607b769a6776526608232bad3fcdbc0988eb331b,德阳,旌阳区,5,0,0,8.18,46.48,25,25.7,43.74,25,1,130,9338,71.83076923076923,94,126,4,10,11,205,216,30,216,332,178,1920.8095779418943,5.785571017897273
6c37b56e3d389bf6185fe5176dc44ecb437bd31478965cdf1ba6f343d8b2781de7d00e476d97f6c93c5f9773fda594d1a47d638a3324ea737572b0c53e724b6a,成都,新都区,1,9,9,9,9.1,9.05,9,9,9.1,0,89,5277,59.29213483146067,58,19,70,1,3,1788,1791,412,1791,4,3,0.7599220275878904,0.1899805068969726
fcce55f38d8f53e5563a8cf7d305f8c13fed51a2e941d0c4948bfe0dea5007277bea6e70d5e5e584389896814abd747c87674504b76eff28aa11b52b5a7f2392,绵阳,游仙区,1,11.08,21.28,21.6,21.2,21.2,21.3,21.48,21.1,0,261,16618,63.67049808429119,68,112,149,2,16,617,633,57,633,40,25,3.094517707824706,0.0773629426956176
1f2935f61c1fa9deb275db0014e6cc07e02172f7add356aecdb3d3daae588bcbc9a0f7c5933d281fc22b7aed6eccdcec69f5fb16c910270d2ccbb2359af4a5e9,成都,龙泉驿区,5,0,0,0,0,0,0,0,0,1,289,60193,208.280276816609,261,284,5,9,10,85,95,6,95,26,26,15.469946861267092,0.5949979562025804
6213348d6eeaaebfacd9495a4bd7cf77fdbed1ef3ee8a727e905002eb58a34b1b0434809afab774f1e8aa840d1744ff20a598f496bf8ed8153c1b4b5ae879e8f,南充,顺庆区,4,118.2,137.48,149.48,141.97,118.2,119,118,118,0,2682,189972,70.83221476510067,148,1708,974,1,128,1682,1810,231,1810,1092,281,82637.44959068298,75.67532013798808
00fd032fc95e4a4d513ea2ab1159795967a47107ad5ded2b337c47f5e91442056f34c67f4c95529522c7621264cf94b8200717c786585cbe6bf7a2cedbd1bc19,广安,广安区分公司,0,2,2,2,2.1,2,305.6,2,2,1,442,34437,77.91176470588235,390,362,80,3,20,357,377,148,377,0,0,0,0
500972b59828caffa69d568ec13c1fd7b4e079ddfd4f4d3d71212da558f3fed6279d62ea35dae603c27ff763b482523f32b6c356882bafbea043f1bcd1a2c66b,广元,利州区分公司,3,0,0,0,0,33.27,56.5,56.5,56.5,1,3167,76355,24.109567413956427,3167,3167,0,4,3,182,185,21,185,18,15,0.8950319290161124,0.0497239960564506
fd0c6bcda7f12e0e12c31c08325010b7a70b10f9ae12cba66303e2bdc94badb0b58607593be8e8a4ff9348f2fe52c751a0908a1dddd742bd8b91ac6075019c02,自贡,天府新区,1,86.2,86,85.1,85.2,85.3,85.8,84.9,85.7,0,546,37966,69.53479853479854,95,546,0,2,31,2596,2627,228,2627,1386,331,40274.37125110626,29.057987915661084
0ef93e9d3c9c075c666dbeae920a51e5c079ccd804cb18b78471438a28a60c895e7bd70fbaf67d1e1961bf8513cefed6e65e06d8d498387700f1e3fd5c50583d,成都,未知,3,0,0,0,0,0,0,0,29.35,1,192,9176,47.79166666666666,146,174,18,1,4,37,41,8,41,18,18,4.656988143920898,0.258721563551161
8940134e3087b79232ef11fc71d1b0c251726a9741c645c93151a29da40b668ded5f123f0e1085efee20f75cf0011d29272f4a3e89e831461c02c99b687bb29f,成都,金堂县,2,59,59.1,68.96,68.98,69,59,59,59.2,0,102,19995,196.02941176470588,29,67,35,3,0,1041,1041,183,1041,693,194,6622.217614173889,9.555869573122497
c214df41f7048d514c8334bc79ac48155ccdb85aa7ed33e019bfe317d71b187ae825909dbe38d2161285b02daf324d82f2045a945ab06fcfc1e3442e96d2789b,自贡,富顺县分公司,2,25,25,25,23,23,23,23,23,0,95,11578,121.87368421052632,18,30,65,1,0,200,200,11,200,0,0,0,0
51d86b657c716a4b0670370210753d1ab7603543c3c6397c087f2c3483ba6a8f3eec3c3018dfe30d7b88e8acc11d74baaffa8899bd992e3313de359126db9940,成都,青羊区,2,187.91,174.2,175.1,176,1,8.26,1,1,0,3791,279145,73.63360590873121,737,1433,2358,2,109,2967,3076,402,3076,1705,445,169714.21087265015,99.539126611525
248ee108da5126bf59588585f7d8a59506c05dede58378ffdf8bf620c6557758c9a28847d0be3d5bb2e8de61cbc2b7916e53438cd9038e39c4632b1e4dd8f4ac,成都,邛崃市,1,21.48,15.19,15.38,15,16.52,15.57,19.18,15.1,0,375,26911,71.76266666666666,29,179,196,1,0,609,609,14,609,12,4,0.0317058563232417,0.0026421546936034
242bbda062b27d533e6de2e3e4d2835a0ce26ffc0c9979663aaaedc9f2cef51e89ba006ce87c9246ecf4a1c2e4a186ac785af1975d54fdbe8907efd435b7c4d5,乐山,武侯区,2,0,0,0,0,2.18,53.71,0,0,1,429,11853,27.62937062937063,429,429,0,1,4,50,54,10,54,4,4,0.2039070129394529,0.0509767532348632
63e385efb3e3627333b6f959af0bef616b5e577101f3a500841c89cd8c2e4352c7b55bddeb801c04a71dd3e725cda405cb1f56997074b331c87d74069918daee,成都,彭州市,1,19,19,19,19,19,19,19,19,0,191,8132,42.575916230366495,29,122,69,2,0,815,815,31,815,654,157,26943.7153301239,41.19834148336988
57d7b766fe96fa6926234e82c3c5c1d07b54225c173737d2dfd144a684468d8dfc2f9cf108f9d122a4a2bc090e723d872b832c91167c64e9140e9ca6625d0e43,成都,金牛区,5,0,0,0,0,0,0,0,360.54,1,65,5883,90.50769230769232,18,32,2,13,2396,1229,3625,3313,3625,105,77,276.7830991744995,2.6360295159476146
af3b0504d1577dd98643eccdbf7f1de475a77d49775239de4ca46d6f8403d191780486e8f5205c2569993216141878c5899fbf88226044887547a2acaade5251,成都,未知,5,0,0,0,67.44,19,19,19,19,1,136,15970,117.42647058823528,130,136,0,1,23,110,133,4,133,3,3,3.604585647583008,1.201528549194336
b69027158df05684fefa2fe87c8aff86c03e25e75f68042ac63e6a2049227c5fbfd36ae2e0386a12266c926d748bec48c34ae394799647b5d6af2b6430e0cbb7,自贡,沿滩区,1,47.2,41.2,41,41,41,41,45.1,41,0,581,47891,82.42857142857143,95,199,382,1,14,534,548,41,548,13,4,0.1171236038208002,0.0090095079862154
436778bae08faac15f748561170e53635ee4af791e71a88711b39090fb34846faeb09d9a021ae19aa9396d27b5ff30c0c5023ab415124ecf8e8aa9e26dd4d523,达州,宣汉县分公司,1,79.1,79,79.1,79,84.99,89.74,79.1,93.82,0,2674,90806,33.95886312640239,211,1585,1089,1,8,695,703,63,703,901,225,108039.992685318,119.91120164852164
e35453433854e17a5282db54b05f8aa2efbd6399f275e36ec5429fcd77565bcb4a1474d1c7af2dc41a28bccac47f2bfc3998ef47cc640b04981ab2bc75f08671,绵阳,郫县,1,51.74,51.74,51.74,51.94,51.93,51.85,51.74,51.74,0,871,43683,50.15269804822044,107,436,435,3,0,630,630,63,630,1028,270,45576.98743438721,44.33559088948172
7846887a77fd24b436d309ef998d0923b681891f82ef59de7a9f551bac3f608ab22c398d1afb46bdcafaeb9adfb6a69504183cd71dcc669ad10054542478ce2e,成都,成华区,2,0,0,0,0,226.2,0,0,0,1,866,55915,64.56697459584295,507,832,34,2,4,108,112,15,112,18,18,6.419839859008789,0.3566577699449327
9c6d0e3155750d762d3914d7b0cd717aa6f4303892e71a123c8b29b70205a8f1f6c8e8d26233bf00f5277a22ba8fbc31fb82f66a6f4f38efb343c8fe5e299ee2,成都,成都直属部门,1,11,11,11.3,11.45,11,11,11,11,1,8,1419,177.375,5,8,0,2,0,684,684,114,684,0,0,0,0
36e7ab98d8c5e8ba2a94075d9f17f3e07161a6e498c6f60705399c495ab07512f3698c88054bea6ea01e9f3d1b5a5b31391ea8d6fcb1e6fd65ceb3af54d0446b,遂宁,射洪县,1,22,22,28.65,28.72,28.75,51.26,22,23.52,0,911,71016,77.95389681668496,97,599,310,2,27,1018,1045,140,1045,1167,268,25724.465183258057,22.04324351607374
01f40b7177aaeb82f150c7500d2f8f8de38fa104dd299f5f8451d25938744738f490214e8f3f44a09dc2d6a565215f5a330e5aa10583205f708dcac5541ba2e4,未知,未知,4,0,0,0,0,0,0,0,0,1,176,10282,58.42045454545455,162,174,2,2,0,69,69,7,69,9,9,29.68929958343506,3.298811064826117
70b7be4fa2dd3e586c16bb1f010844d5e0d01d6b7dba62b03fce27d75656347055271d6a31019e93684a1c2d7c15076e306f280271889a228add483a219691dc,成都,天府新区,4,0,0,0,91.82,19,19,19,19,1,195,20764,106.48205128205127,170,171,24,5,15,73,88,6,88,21,21,120.70863437652588,5.748030208405995
3b48f8355ddd51b8c271f99f50e4e48d35032ad36ac2092a47ad7d85a3257c0f3edd41748f17458186a7167498e76023a4bbdf46e8f8837fbd0f7aab2303db27,成都,崇州市,2,9,9.07,10.54,12.33,28.47,18.99,11.17,10.96,0,206,8109,39.36407766990291,18,122,84,2,0,571,571,18,571,85,32,285.1826190948486,3.355089636409984
4078322773db52ace3262cb4c0c4fbab96772112b6e0cde6e371fe2485eef4e720da73a6594fa9981464c1a417dc6a8d9f1c547dcbee42641c23d8d245355138,达州,万源市分公司,2,19,19,19,19,19,19.1,25.1,25.1,0,104,13175,126.6826923076923,21,17,87,1,0,535,535,17,535,16,5,0.1660919189453117,0.0103807449340819
41e4d998b996d65907ad2432f7ccc77d9bdf0a95d129057732b00cd3ec79f1f64fe7bde276a685f94bd1c8e7e6a1abb4b28101c705003ba47ce6950999834248,成都,青羊区,1,70,70,70,70,70,70,70,79.92,0,1157,90422,78.15211754537597,260,415,742,1,37,2320,2357,526,2357,1811,486,92871.02958106996,51.28162870296519
a2b48bfb279f1b57b8488ce6c6656f9c7d6c97cb2765184c9fac2420146d8561bf8324f6395267542bfbdf4709760a51ca723d6ed6de85809d1d88c733ed007c,自贡,富顺县分公司,2,86,86,86,86,86,86,86,86,0,798,92433,115.83082706766918,132,451,347,2,21,2543,2564,354,2564,1013,227,22587.961618423466,22.29808649400144
292b9e37747addae0e12c390588b9b5e1d98106d41d38b490518565c1ec4a0b4a06e830411961c44d11cb24287824121cc5d2fa70b771628423c48287bfe4133,南充,阆中市,1,22,22,22,22,22,22,22,22,0,168,79423,472.7559523809524,16,6,162,1,0,247,247,15,247,0,0,0,0
97d2977f61e7c8a2a505ff00a837f38db0d16abbda19e8adf88df426afc262e8f1ffa33feaff69a38c77131d173ed2bee723ccef1e8c2ccf08a84fc4bf36d868,阿坝,汶川县分公司,3,164.51,204.57,194.75,194.66,165.24,165.74,145.14,164.66,0,2332,276424,118.53516295025727,455,999,1333,3,40,1706,1746,323,1746,868,231,9954.681302070618,11.468526845703476
8c47c27a4129c2866b61ab47e8ec805ff54888d3b722720c3a4102f7e157cc89c51c2b7fa5cddd9291057c781333f575f754a28d65d3b5d9ef55a7e55e0f8c5b,攀枝花,米易县分公司,2,1,1,4,4,4,4,4,4,0,31,2217,71.51612903225806,22,24,7,1,0,564,564,12,564,766,179,42750.6598815918,55.81026094202584
8a63e85b482915af83edda561e3bac6a27f363d9adc72ff4a79c7d27625df162cf53fe007c260b74eebc486fc819fb3eb5d85852ce74eafaff7521c5847f2fc6,攀枝花,江北区,1,70,70.1,69.7,76.1,79.18,84.1,69.4,69,0,872,55049,63.1295871559633,199,372,500,3,57,2260,2317,657,2317,1737,444,249952.0724830628,143.89871760682945
ea11b21a1e124061b782155dc19de4b897a4e519c979671af016b7a620c451eb93435c34337db1f8c4d33d6e744706e72894d53f70d9bb041dcc169a62a14b37,雅安,武侯区,2,11.76,9,9.49,9.93,27.99,28.99,19,23.05,0,151,7979,52.84105960264901,30,71,80,1,1,485,486,60,486,145,101,231.8859395980835,1.5992133765385068
eace83782387ec261e810df8d606aa932fb23ad21e0f8c77538adba030d5ab3732df384f23c07f070b2e8b8317e60521b3b53a1c636f85228656a1fbd5089a6e,宜宾,南溪区分公司,2,102.4,102,102,102,108.1,102.3,102.6,102,0,853,130859,153.4103165298945,133,441,412,1,72,2441,2513,435,2513,1787,480,210494.86359119407,117.79231314560388
6fd2385115fb08f3e241d7c87ee55f74e196b293756872a33a73d41d8e33ca719523d48d4ec04707b36a1f2a1e7595b25ded2c7b8913f3bad2823ffee63acc6f,成都,天府直属部门,1,33.88,11.18,11.72,14.96,11,11.54,11,12.08,0,25,2258,90.32,10,25,0,2,4,1723,1727,370,1727,24,21,436.58224773406977,18.19092698891957
a23b775c07d7fe470bbb528e88dc939ed5dc34e66cccd77d793a5bb3ff77b67ff9fc6d6f5efb05d90e76443f85151a3f985ccada8869cffc151c66192feb1eed,绵阳,江油市,1,0,0,0,2.31,9.57,14.7,9.19,9,0,5,1943,388.6,4,5,0,1,0,79,79,9,79,4,2,0.0013723373413083,0.000343084335327
a4be51957acccd1e10ff344ab1bab32dcfceb9886fca72f00bb68b5bc17ec2151f991a5cf25d4204fd24b76a86055fa9b7fbd1ffa7fc1bdaa102fb252367a8ee,成都,天府直属部门,2,0,35.68,52.87,47.79,108.31,108.21,19,19,1,836,45157,54.01555023923445,129,375,461,3,121,596,717,91,717,932,344,189672.6845912933,203.51146415374825
6d942d7b682e065492372762fa704fb0cfa2723ec1acef2e709efa0ad49e560d00d72c59a837cbccf2c8f0a8f5610e7965de2781b79c66b09cdb3d8c3b42d09e,宜宾,叙州区分公司,2,62.1,62.4,62.1,61.9,192.91,113.54,91.38,63.31,1,159,42852,269.5094339622641,68,152,7,2,111,914,1025,133,1025,0,0,0,0
6dc3ec42686303195ee6ecc3ebee356a04ebe223956afa1447aed8a2d6c8f4b4e4836cf7905465934d416e6d95872a4fc371a822d6b68d9b57b78c6c029b42b3,未知,未知,5,0,0,0,0,0,0,0,0,1,54,7363,136.35185185185185,48,49,5,1,2,78,80,7,80,4,4,0.031680107116699,0.0079200267791747
78441f15a63a2b0bde663d84450df83b4323b0d693bb23d4139a3d41ad73d70bc5df772e9f21838697005c31dd477c1a58d3272779454042c333e013a1177f80,南充,阆中市,2,208.1,219.05,208.1,208.29,209.84,208.4,214.52,220.5,0,2887,380901,131.93661240041567,347,1474,1413,1,19,2167,2186,146,2186,1077,247,32655.23019695282,30.3205480008847
9fd524657b35bcf514fb903717121b3216eac3a165611194419edcf62053d5b31446af56665f524d816e0f0eeb4bba71f3317f41c8ad6aeac1859e5f32c414a7,成都,天府直属部门,1,30.04,26.77,37.6,18.98,19.74,33.42,19.17,21.07,0,456,66663,146.19078947368422,73,278,178,1,0,476,476,51,476,11,5,0.2917470932006832,0.0265224630182439
54f530a80083db94a102bbb4097e4a1c18327e7ca0e0c826bd18eb51463433cb17deb364eb3887777ebff203a44e91c442608004d5ad4625c2bf331c6b26c8ab,达州,通川区分公司,2,0,0,18,4,4,4,4,4,0,70,3505,50.07142857142857,66,68,2,8,9,191,200,8,200,21,16,13.45924949645996,0.6409166426885695
103b11bbfc844d0d81cd773ba1fe9e8e5343579b7c6c6fe6baa04c254fb11dfd96c157523bdd413128b565d6ebd29443fde48b4a54f3c1f299b41f8b4f4e3379,成都,未知,5,0,0,0,0,50.18,22,22,22,1,333,11068,33.23723723723724,280,300,33,3,4,50,54,8,54,22,21,16.063405990600586,0.7301548177545721
c5d7dbf83be87ad723acffe6adf15c499ad18f02cbdcd9ccec26c663109b1f8a31b1f3097e51f3c1d40be0236f57a14720e9157a5f6d0a37665bb20389c1ddee,遂宁,蓬溪县,1,15.7,15.54,16.16,14.9,14.3,14.76,15.7,15.78,0,172,77181,448.7267441860465,23,42,130,1,0,0,0,0,0,0,0,0,0
918f2d3a123b78466e8fd2352420e2a7c4c63aa6cc357e238d227a21f075859ae08c89fce26dafd92953a72e35c133ea35619491c8ff87aa8c772e1196a10b79,乐山,市中区,1,89,89,89,89,89,96.55,100.99,89.55,0,905,70320,77.70165745856353,123,581,324,1,2,628,630,30,630,61,25,171.99486351013184,2.819587926395604
f8af46aa337851be06079a705c37c58fb1e943be66b305b9f143a62f63a3e6769441b6ed68df06df944349b6b5a8d304da348b838d95f414cad8abf8cf1a21dc,达州,宣汉县,2,7.1,7.3,17.4,27.5,25,25,29.6,30.38,0,210,8679,41.32857142857143,16,101,109,3,601,1116,1717,90,1717,9,3,0.6748943328857419,0.0749882592095268
5ec1f2fd7ad2348db782e16a1c6581c8adc52b7ac2f1a87a3229d62b0139ddcf83aa168cd7b49769a7ac7652751dc642041cb9d55bb635804751ebbae0751383,成都,天府直属部门,2,45.1,45,45,45.2,45,46,46.1,46,0,707,53105,75.11315417256012,35,288,419,2,25,749,774,127,774,716,231,8371.958169937134,11.692679008292089
3c25cb64cd879a8828d1a7fac5c7fb94c943937937794dd11e98e0d450a28af42a9d386e03d456010a33582c32a520c1bd668d2ebd7094bd3853763558ce0c53,宜宾,长宁县分公司,2,51,51,51,51,51,51,51,51,0,53,1374,25.92452830188679,4,53,0,1,0,1431,1431,53,1431,60,24,1.4568901062011688,0.0242815017700194
da43c58401786ee23f178b5cae33f4ee092ad1074ac741699ef393033fbb31a5d665b6f68958692d68033e389cd5f86aecc0e24b2d22bf01fc387c5acf41d846,德阳,中江县,3,74.59,67.36,43.97,31.89,54.5,83.4,50.18,62.86,1,759,41128,54.1870882740448,92,759,0,1,95,1685,1780,481,1780,244,76,1135.0801830291748,4.651967963234323
4bed47b88d0da0e3e7e668f432baa703a70a10ed97767ffc1db1b724bdea0ea471316da515da719da2351f21e40b5b54c59acfeddae42fb2960afbf86175c42e,雅安,宝兴县,3,0,0,0,0,8.33,1,1,1,0,81,3395,41.91358024691358,31,10,71,2,6,349,355,83,355,95,44,155.3614225387573,1.6353833951448136
610289f70c16235c8cc1bbe8e52b0025aa8792e7ad90a033725da86b0a04eb5e319c28cfc49d3a6ae8de377609631a309e4bc3863099ff0c34433f7931ca8c31,成都,双流区,2,2.19,2,2.67,2,2,2,2,2,0,12,298,24.83333333333333,4,10,2,3,1,217,218,30,218,728,221,23952.31808185577,32.90153582672497
120fef5a7d5c22716f4b4600a636bf6bc98782212b41914014286c0fcbd6893b0c341f32b59d024672f3e98105c37c02177cfec0ac0a6b8371e052693499a16d,乐山,锦江区,1,22.57,22.98,25.2,56.37,35,35,35,35,0,101,3751,37.13861386138614,24,101,0,1,14,1058,1072,89,1072,1013,248,34978.5170583725,34.52963184439536
4b16c23a42fdf352951e035f80b0e0b5d0c168cb1cfd90a68a6374bafd4613587c6bb6b56cb73f2ccc42e9d799f7138d13ebee16c6f9dfceb0c8986606a27974,成都,未知,3,0,0,0,0,0,0,0,19.04,1,39,2523,64.6923076923077,13,30,9,1,2,56,58,6,58,8,8,143.641526222229,17.955190777778625
75aac53e58c2e62c7cf96409f090f720ea785ba7b2a0426f2590b1ff1aeeac9fee92a9ddad2a8c0c839efa424917d7c877951d1b0e8f4aa30759724fa6f3bc87,绵阳,游仙区,3,7,7,7,7,7,7,7,7,0,1614,170672,105.7447335811648,186,743,864,1,4,2394,2398,262,2398,1267,304,73103.84883117676,57.69838108222317
5ebd5e6c04c84413dd0de9d71c4dd08555ffa61dbe08714588f2f6f65402b8ddce904a4b1bc1cb5a4e1d3f599079c624e04e7a5618614987e9ff0e3e8e61c2fd,绵阳,江油市,2,0,1,19,23.5,24.5,0,0,0,1,67,8814,131.55223880597015,36,67,0,2,5,76,81,18,81,0,0,0,0
92e7da96b4209fe6d2363a91d85e4588e2e2a0c741f87e5398a3f91ae35c403b80327a32dc4d7b094c63ccbe9912aa6b422342a0dd7b849a21829713577089b5,成都,成华区,1,49,49.2,109.06,49,49,49.6,49,152.38,0,229,25367,110.77292576419214,32,229,0,1,1,855,856,48,856,803,229,20214.433482170105,25.173640700087304
